;Class;findbugsScary;findbugsBadPractice;findbugsStyle;findbugsAll;pmdPriority;pmdCodeSize;pmdDesign;pmdCoupling;pmdAll;WMC;DIT;NOC;CBO;RFC;LCOM;Ca;NPM;Lines;Statements;X..Branches;Calls;X..Comments;Classes;Methods.Class;Avg.Stmts.Method;Max.Complexity;Max.Depth;Avg.Depth;Avg.Complexity;ID;ncloc;complexity;class_complexity;comment_lines;comment_lines_density;public_undocumented_api;duplicated_lines;violations;code_smells;sqale_index;sqale_debt_ratio;bugs;vulnerabilities;statements;public_api;functions;Commits;CreationTime;Source;Target;Total;DAC;LD;MPC
1;AbbreviateAction;0;0;0;0;9;0;0;5;35;4;0;0;11;21;0;1;4;82;38;44058;19;22;1;4;43956;7;4;24108;43953;217;52;10;10;1;44075;1;17;2;2;25;43983;0;0;22;2;4;32;1364106558;0;0;0;7;0.75;14
2;Abbreviation;0;0;0;0;2;0;0;7;38;10;1;0;0;21;13;10;10;71;39;43936;25;43922;1;9;24504;4;3;27030;24473;506;57;19;19;1;44013;5;0;2;2;15;0.9;0;0;23;5;8;13;1438214712;0;0;0;0;3;0
3;AbbreviationParser;0;0;0;1;4;0;0;10;45;8;1;0;3;37;2;2;5;116;61;43937;30;44003;4;43952;30437;5;4;21551;30348;507;76;21;21;5;43867;4;0;2;2;15;0.7;0;0;28;5;6;15;1438214712;0;0;0;2;1;1
4;AboutAction;0;0;0;0;0;0;0;0;12;2;0;0;2;5;0;1;2;39;14;0;4;38.5;1;2;43953;1;2;0.93;1;212;18;2;2;0;0;2;0;1;1;5;0.9;0;0;5;2;2;2;1453853820;0;0;0;2;1;2
5;AboutDialog;0;0;0;0;0;0;0;0;19;2;6;0;6;50;1;2;1;113;68;0;61;43875;1;1;43;0;2;46753;0;213;80;2;2;1;43862;2;0;2;2;245;43871;0;0;43;2;2;8;1453853820;0;0;0;4;0;6
6;AbstractAutoCompleter;0;0;0;2;1;0;3;3;43;10;1;4;2;37;37;4;7;147;58;44056;31;33.3;1;8;13971;6;4;25204;2;417;78;21;21;20;43941;1;0;1;1;5;0.2;0;0;35;2;8;35;1364106558;0;0;0;3;45658;1
7;AbstractGroup;0;0;0;0;2;2;2;0;32;22;1;3;9;32;213;35;21;230;63;43904;22;50.9;1;12;12086;5;4;17533;27395;490;86;24;24;54;38.6;2;0;1;1;5;0.2;0;0;30;17;18;50;1364106558;0;0;0;10;0;4
8;AbstractLabelPattern;0;0;0;0;2;0;0;0;34;12;1;2;1;28;0;9;12;133;45;43841;23;39.8;1;10;43953;5;4;20455;44013;516;64;20;20;21;44036;3;0;1;1;5;0.3;0;0;25;9;11;9;1456089841;2;4;6;1;1;2
9;AbstractParamLayoutFormatter;0;0;0;0;7;7;0;11;33;2;1;5;1;12;1;5;1;71;33;33.3;26;36.6;1;1;27;14;6;44168;14;520;40;11;11;7;44088;0;0;4;4;56;44016;0;0;24;1;1;17;1364106558;0;0;0;1;1;0
10;AbstractPushToApplication;0;1;0;1;1;0;1;13;60;14;1;7;13;45;69;7;8;183;88;43839;61;24;1;12;4;5;3;17168;30317;82;116;20;20;16;43842;0;0;2;2;13;0.4;0;0;45;1;12;25;1444233226;0;0;0;9;0.9;15
11;AbstractWorker;0;0;0;0;0;0;2;0;8;5;1;21;3;8;6;25;5;69;14;0;2;55.1;1;5;0.8;1;2;44013;1;321;21;3;3;15;41.7;2;0;1;1;5;0.8;0;0;4;3;3;17;1364106558;0;5;5;2;0;0
12;ACMPortalFetcher;0;0;0;0;8;12;5;62;231;21;1;0;19;106;162;2;10;429;251;43845;175;44022;2;9;34547;11;8;13912;17227;354;321;63;63;26;43958;1;0;12;11;122;43891;1;0;153;1;16;64;1227644576;9;0;9;12;1347826087;15
13;ACS;0;0;0;0;2;0;0;7;20;3;1;0;11;23;1;2;2;56;27;43928;18;44069;1;1;11;3;4;44562;3;480;32;3;3;9;22;0;0;1;1;5;0.5;0;0;11;1;1;11;1459518708;0;0;0;3;1;2
14;Actions;0;0;0;0;0;0;0;0;70;1;1;0;0;2;0;0;1;67;61;0;0;43955;1;0;0;0;1;0.97;0;138;62;0;0;1;43983;0;0;2;2;35;44075;0;0;0;1;0;19;1440755077;0;0;0;0;0;0
15;AddToGroupAction;0;1;0;1;1;0;0;26;60;8;2;0;15;46;0;2;7;125;61;43843;58;43880;1;7;47239;5;4;19725;47150;193;81;15;15;7;8;4;0;2;2;10;0.4;0;0;38;5;5;39;1364106558;0;0;0;10;1;32
17;ADSFetcher;0;0;0;0;8;4;0;20;80;10;1;0;11;56;39;1;6;187;97;43935;67;44062;2;4;32325;11;5;43892;45717;355;133;27;27;10;7;0;0;9;9;44;43831;0;0;56;1;8;37;1364106558;3;0;3;9;1;12
18;AdvancedCiteDialog;0;0;0;0;0;0;1;1;29;10;1;0;13;60;13;2;5;127;77;43984;64;43875;2;3;8;3;4;17168;12055;254;89;6;6;1;43831;3;0;1;1;5;0.2;0;0;47;3;4;26;1364106558;0;0;0;4;1;7
19;AdvancedTab;0;2;0;2;0;0;0;13;49;8;5;0;15;60;2;1;5;190;99;0;126;44082;1;1;70;0;2;18629;0;267;147;19;19;2;43891;0;0;2;2;15;0.3;0;0;76;0;7;118;1097700463;0;0;0;9;0.571428571;18
20;AllEntriesGroup;2;0;0;2;0;0;0;0;26;15;0;0;5;23;105;13;15;111;38;43984;9;44062;1;13;42005;2;3;47119;44044;491;70;17;17;5;44018;2;0;3;3;10;0.5;0;0;17;3;15;48;1364106558;0;0;0;6;0;4
21;AndMatcher;0;0;0;0;3;0;0;0;8;2;0;0;3;8;1;2;2;41;10;20;2;51.2;1;1;5;3;4;43922;3;631;15;3;3;4;43851;0;0;1;1;5;43831;0;0;6;1;1;1;1455726212;0;0;0;3;1;1
22;AppearancePrefsTab;0;1;1;2;3;0;2;12;92;11;5;0;15;81;29;1;5;293;185;44078;191;44084;2;43954;19.43;7;5;44075;20852;268;229;20;10;14;44048;1;0;3;3;45;0.7;0;0;137;1;7;55;1133742489;0;0;0;7;0.576923077;17
23;AppendDatabaseAction;2;0;1;3;13;12;3;11;94;6;1;0;33;78;3;1;2;198;108;44027;74;44028;1;5;43874;13;6;44076;45778;327;141;24;24;16;43871;1;0;5;4;33;0.8;1;0;69;2;4;72;1364106558;0;0;0;26;0.363636364;45
24;ArgumentProcessor;0;0;0;0;25;21;9;139;333;20;1;0;41;154;100;2;5;569;315;43854;320;43898;2;8;15.56;24;7;43984;31199;14;442;110;55;41;43959;6;0;55;55;576;43894;0;0;240;6;17;6;1460994169;5;0;5;35;0.294117647;123
25;ArXiv;0;0;0;0;9;10;0;15;67;4;1;0;11;39;4;2;2;112;67;43934;59;44052;1;2;43971;14;7;18660;43958;481;82;15;15;8;44082;0;31;5;5;69;44045;0;0;39;1;2;13;1459518708;0;0;0;3;1;3
26;AttachFileAction;0;0;0;0;1;0;0;8;22;2;1;0;12;27;0;1;2;54;31;43957;24;13;1;2;43959;3;3;18994;2;64;39;5;5;5;43932;1;0;1;1;5;0.4;0;0;17;2;2;31;1364106558;0;0;0;9;0.5;20
27;Author;0;0;0;0;16;14;0;20;139;16;1;0;0;41;6;16;14;394;159;32.1;113;32.7;1;16;16285;23;6;43984;5;682;227;85;85;91;44010;1;0;9;9;176;43984;0;0;134;7;11;4;1458987290;0;0;0;0;1;0
28;AuthorAbbreviator;0;0;0;0;0;0;0;1;6;2;1;0;2;5;1;3;2;40;7;0;2;67.5;1;1;2;1;2;0.71;1;527;10;1;1;5;33.3;0;0;1;1;5;44013;0;0;2;1;1;22;1364106558;0;0;0;3;0;2
29;AuthorAndsCommaReplacer;0;0;0;0;0;0;0;3;14;2;1;0;1;9;1;2;2;61;23;34.8;8;41;1;1;19;5;5;35096;5;528;28;4;4;6;43999;0;25;4;4;35;43865;0;0;16;1;1;18;1364106558;0;0;0;1;0;0
30;AuthorAndsReplacer;0;0;0;0;0;0;0;3;15;2;1;0;1;9;1;2;2;64;25;36;8;39.1;1;1;21;6;5;33635;6;529;31;6;6;6;43877;0;25;4;4;35;44046;0;0;18;1;1;17;1364106558;0;0;0;1;0;0
31;AuthorFirstAbbrLastCommas;0;0;0;0;0;0;0;0;6;2;1;0;2;4;1;2;2;37;6;0;1;67.6;1;1;1;1;2;0.5;1;530;9;1;1;7;43.8;0;0;1;1;5;44075;0;0;1;1;1;15;1364106558;0;0;0;2;0;1
32;AuthorFirstAbbrLastOxfordCommas;0;0;0;0;0;0;0;0;5;2;1;0;2;4;1;2;2;41;6;0;1;68.3;1;1;1;1;2;0.5;1;531;9;1;1;9;50;0;0;1;1;5;44075;0;0;1;1;1;13;1364106558;0;0;0;2;0;1
33;AuthorFirstFirst;0;0;0;0;0;0;0;0;5;2;1;0;2;4;1;2;2;43;6;0;1;72.1;1;1;1;1;2;0.5;1;532;9;1;1;1;10;0;0;1;1;5;44075;0;0;1;1;1;19;1364106558;0;0;0;2;0;1
34;AuthorFirstFirstCommas;0;0;0;0;0;0;0;0;6;2;1;0;2;4;1;2;2;38;6;0;1;68.4;1;1;1;1;2;0.5;1;533;9;1;1;7;43.8;0;0;1;1;5;44075;0;0;1;1;1;14;1364106558;0;0;0;2;0;1
35;AuthorFirstLastCommas;0;0;0;0;0;0;0;0;5;2;1;0;2;4;1;2;2;40;6;0;1;67.5;1;1;1;1;2;0.5;1;534;9;1;1;8;47.1;0;0;1;1;5;44075;0;0;1;1;1;14;1364106558;0;0;0;2;0;1
36;AuthorFirstLastOxfordCommas;0;0;0;0;0;0;0;0;5;2;1;0;2;4;1;2;2;40;6;0;1;67.5;1;1;1;1;2;0.5;1;535;9;1;1;8;47.1;0;0;1;1;5;44075;0;0;1;1;1;12;1364106558;0;0;0;2;0;1
37;AuthorLastFirst;0;0;0;0;0;0;0;0;5;2;1;0;2;4;1;2;2;27;6;0;1;55.6;1;1;1;1;2;0.5;1;538;9;1;1;0;0;1;0;1;1;5;44075;0;0;1;1;1;17;1364106558;0;0;0;2;0;1
38;AuthorLastFirstAbbrCommas;0;0;0;0;0;0;0;0;6;2;1;0;2;4;1;2;2;40;6;0;1;67.5;1;1;1;1;2;0.5;1;539;9;1;1;8;47.1;0;0;1;1;5;44075;0;0;1;1;1;14;1364106558;0;0;0;2;0;1
39;AuthorLastFirstAbbreviator;0;0;0;0;0;0;0;0;5;2;1;0;2;5;1;3;2;49;5;0;2;73.5;1;1;1;1;2;0.6;1;541;8;1;1;11;57.9;0;0;1;1;5;43832;0;0;1;1;1;24;1364106558;0;0;0;2;0;1
40;AuthorLastFirstAbbrOxfordCommas;0;0;0;0;0;0;0;0;5;2;1;0;2;4;1;2;2;41;6;0;1;68.3;1;1;1;1;2;0.5;1;540;9;1;1;9;50;0;0;1;1;5;44075;0;0;1;1;1;12;1364106558;0;0;0;2;0;1
41;AuthorLastFirstCommas;0;0;0;0;0;0;0;0;6;2;1;0;2;4;1;2;2;39;6;0;1;69.2;1;1;1;1;2;0.5;1;542;9;1;1;8;47.1;0;0;1;1;5;44075;0;0;1;1;1;14;1364106558;0;0;0;2;0;1
42;AuthorLastFirstOxfordCommas;0;0;0;0;0;0;0;0;5;2;1;0;2;4;1;2;2;39;6;0;1;69.2;1;1;1;1;2;0.5;1;543;9;1;1;8;47.1;0;0;1;1;5;44075;0;0;1;1;1;13;1364106558;0;0;0;2;0;1
43;AuthorLF_FF;0;0;0;0;0;0;0;1;7;2;1;0;2;5;1;2;2;32;7;0;2;56.3;1;1;2;1;2;0.71;1;536;10;1;1;0;0;0;0;2;2;10;43893;0;0;2;1;1;13;1364106558;0;0;0;2;0;2
44;AuthorLF_FFAbbr;0;0;0;0;0;0;0;1;7;2;1;0;2;5;1;2;2;32;7;0;2;56.3;1;1;2;1;2;0.71;1;537;10;1;1;0;0;0;0;2;2;10;43893;0;0;2;1;1;13;1364106558;0;0;0;2;0;2
45;AuthorList;0;0;0;0;3;6;1;64;172;29;1;0;3;56;338;47;24;595;162;44028;130;54.3;1;26;21276;7;4;42767;42036;683;221;71;71;241;52.2;1;0;2;2;23;0.3;0;0;121;21;25;68;1364106558;0;0;0;2;43955;7
46;AuthorListParser;0;0;3;4;60;24;1;26;182;6;1;0;3;42;7;2;2;405;193;43912;106;43886;1;2;78;2;7;44015;2;684;283;89;89;90;43854;1;0;11;11;143;44013;0;0;184;2;4;7;1458989493;0;0;0;2;3;2
47;AuthorNatBib;0;0;0;0;0;0;0;0;4;2;1;0;2;4;1;2;2;33;6;0;1;63.6;1;1;1;1;2;0.5;1;544;9;1;1;3;25;0;0;1;1;5;44075;0;0;1;1;1;13;1364106558;0;0;0;2;0;1
48;AuthorOrgSci;0;0;0;0;0;0;0;6;18;2;1;0;3;12;1;3;2;55;15;43903;12;58.2;1;1;9;3;3;43922;3;545;20;4;4;13;39.4;0;0;1;1;5;0.8;0;0;9;1;1;18;1364106558;0;0;0;3;0;7
49;Authors;0;0;0;1;15;20;1;36;163;7;0;0;3;40;9;2;3;325;209;44040;119;43902;1;5;43949;42;6;27426;15;546;250;70;70;19;43837;0;0;6;6;86;43831;0;0;159;1;5;41;1364106558;0;0;0;3;1;11
50;AutoCompleteFirstNameMode;0;0;0;0;0;0;0;0;2;4;2;0;0;7;4;4;2;23;2;0;0;65.2;1;0;0;0;0;0;0;418;6;0;0;0;0;1;0;1;1;5;44045;0;0;0;1;0;1;1449407323;0;0;0;0;0;0
51;AutoCompleteListener;0;0;0;0;34;16;4;71;274;16;2;0;3;72;8;6;8;497;248;19;211;44036;1;15;44026;25;8;43985;41395;158;312;79;79;92;44065;2;0;26;26;199;43832;0;0;202;3;13;48;1364106558;0;0;0;3;0;4
53;AutoCompletePreferences;0;0;0;0;2;0;0;1;37;13;1;0;2;27;0;16;13;101;45;43863;20;44066;1;13;19725;2;3;13150;44044;419;60;16;16;7;43931;13;0;3;3;20;43831;0;0;19;14;13;4;1449407323;14;2;16;2;0.833333333;11
54;AutoCompleter;0;0;0;0;0;0;0;0;7;6;1;0;1;6;15;14;6;57;10;0;0;64.9;1;6;0;0;1;0.6;0;420;11;0;0;20;64.5;0;0;2;2;5;43952;0;0;0;7;6;23;1438214712;0;0;0;1;0;0
55;AutoCompleteRenderer;0;0;0;0;0;0;0;0;9;7;1;1;0;8;21;3;7;60;13;0;7;61.7;1;1;2;1;2;0.77;1;159;15;1;1;16;51.6;0;0;2;2;15;43893;0;0;2;7;6;9;1442051540;0;0;0;0;0;0
56;AutoCompleterFactory;0;0;0;0;0;0;0;1;19;3;1;0;9;14;0;3;3;58;24;44028;14;34.5;1;3;4;6;3;13881;24504;421;29;11;11;2;43957;3;0;1;1;5;0.6;0;0;11;4;3;17;1364106558;0;0;0;9;0;6
57;AutoCompleters;0;0;0;0;2;0;0;0;18;5;1;1;3;16;0;1;2;39;17;44054;6;43936;1;4;43952;2;3;44166;43952;422;24;6;6;4;43904;1;0;2;2;15;43832;0;0;8;2;4;14;1438214712;0;0;0;3;1;1
58;AutoCompleteSupport;0;0;0;0;31;12;1;10;132;14;1;0;8;62;33;5;7;297;108;43871;75;32;5;3;43866;16;5;44228;43984;160;155;29;44021;51;44067;0;0;4;4;38;0.8;0;0;61;5;9;16;1442051540;0;0;0;5;1;0
59;AutoDetectPaths;0;0;3;4;24;14;1;51;180;12;0;0;11;90;28;2;7;284;165;43903;152;43928;2;43957;19968;23;6;16834;43893;255;237;64;64;4;44013;4;0;7;5;73;1;2;0;127;5;11;51;1364106558;0;0;0;5;0.5;19
60;AutoGroupDialog;0;1;0;2;12;0;0;17;90;12;6;0;13;62;44;3;2;209;145;44047;135;43962;3;24473;44061;8;7;43132;44046;194;165;10;10;5;44076;0;0;5;5;272;43956;0;0;88;0;3;65;1069874981;0;0;0;6;1;9
61;AutoLinkFilesAction;0;0;0;0;0;0;0;24;35;3;2;0;16;32;3;1;2;60;39;43900;42;43898;1;3;7;5;5;22647;12114;139;49;6;6;3;44048;1;0;1;1;5;0.3;0;0;20;2;2;43;1357691918;0;0;0;10;0;20
62;AutoSaveManager;0;0;0;0;4;0;0;18;60;11;1;0;13;44;45;6;7;146;58;44056;42;43982;2;43955;28550;4;5;25934;44137;39;79;22;11;19;43940;3;0;2;2;10;0.4;0;0;34;8;9;38;1364106558;23;0;23;9;0.6;17
63;AutosaveStartupPrompter;0;0;1;1;9;4;0;14;48;2;1;0;10;30;0;1;2;112;61;18;32;17;1;2;43971;13;6;28887;7;328;80;11;11;2;43923;1;0;3;3;25;1;0;0;38;2;2;29;1364106558;0;0;0;10;0.4;15
64;AutoSetLinks;0;0;0;0;27;21;1;40;131;6;1;0;8;28;15;6;4;217;113;44029;73;43888;3;2;13.33;21;8;21245;30498;65;141;23;23;50;43887;1;0;17;17;179;43865;0;0;76;4;3;4;1460996721;11;0;11;7;0;7
66;AuxCommandLine;0;0;0;0;2;0;0;3;17;2;1;0;4;10;0;2;2;29;19;43895;7;43924;1;2;43955;3;3;13516;2;15;23;4;4;1;43865;3;0;2;2;15;43863;0;0;9;3;2;30;1364106558;0;0;0;4;1;5
67;AuxParser;0;0;0;1;8;10;0;35;91;8;1;0;7;57;14;3;2;173;85;43999;62;43973;2;4;7;9;7;23043;32203;429;106;20;20;21;43967;0;0;4;4;30;0.9;0;0;55;3;6;8;1457087754;0;0;0;4;1;16
68;AuxParserResult;0;0;0;0;2;0;0;0;29;11;1;0;2;27;17;4;11;92;43;7;42;12;1;11;23377;5;4;12055;13150;430;63;11;11;5;43928;7;0;1;1;5;0.3;0;0;19;8;7;5;1457087754;0;0;0;2;1;3
69;BaseAction;0;0;0;0;0;0;0;0;2;1;1;0;0;1;0;10;1;27;3;0;0;74.1;1;1;0;0;1;0.33;0;140;5;0;0;3;37.5;1;0;2;1;5;43893;0;1;0;2;1;12;1364106558;0;0;0;0;0;0
70;BasePanel;0;12;0;13;143;64;8;373;1075;130;5;0;130;496;6223;207;66;2477;1001;0.6;1498;43844;5;3;54.8;7;9+;31868;43984;94;1788;373;41.4;270;43843;33;43;53;42;506;0.9;5;6;1003;51;81;635;1066683406;0;95;95;93;0.62;273
71;BasePanelMode;0;0;0;0;0;0;0;0;0;4;2;0;0;7;4;3;2;12;2;0;0;25;1;0;0;0;0;0;0;95;7;0;0;1;43963;0;0;1;1;5;43923;0;0;0;1;0;1;1458549207;0;3;3;0;0;0
72;BibDatabase;0;0;0;1;17;2;13;39;179;39;1;0;15;126;549;209;34;571;140;0;205;37.8;1;3;34;1;2;19725;1;675;285;80;80;115;44040;5;0;4;4;20;0.2;0;0;146;30;32;43;1449746606;0;0;0;12;1;37
73;BibDatabaseContext;0;0;0;0;4;0;1;12;70;18;1;0;7;45;127;133;17;181;86;14;55;21;1;18;3;7;4;30317;28491;403;115;27;27;30;44032;12;0;1;1;5;0.1;0;0;52;14;14;14;1454074650;19;0;19;7;3;13
74;BibDatabaseMode;0;0;0;0;0;0;0;1;11;9;2;0;0;14;22;61;7;36;20;20;4;0;1;5;43863;3;3;43983;44044;676;29;12;12;0;0;6;0;1;1;5;0.6;0;0;9;6;5;3;1453830103;0;4;4;0;0;0
75;BibDatabaseModeDetection;0;0;0;0;0;0;2;16;36;9;1;0;7;26;34;3;2;50;21;43960;20;30;1;1;5;3;3;0.95;3;677;28;6;6;10;43916;1;0;2;2;35;43865;0;0;10;2;3;4;1453830103;0;0;0;5;0;1
76;BibDatabases;0;0;0;0;1;0;1;5;14;4;1;0;4;19;6;4;3;31;14;43837;10;43846;1;1;5;2;3;44013;2;678;19;3;3;3;43995;2;0;2;2;35;43836;0;0;8;3;2;3;1450444750;0;0;0;3;0;3
77;BibDatabaseWriter;0;0;0;0;20;2;5;65;215;19;1;0;31;126;163;9;6;412;203;44057;185;43940;1;15;12267;9;5;35065;3;40;266;58;58;50;44058;4;0;4;3;25;0.3;1;0;148;6;16;36;1452432428;14;0;14;25;0.583333333;50
78;BibEntry;0;1;0;2;30;14;8;31;272;48;1;1;18;121;846;358;45;673;295;43997;179;44038;2;24;44047;17;6;41306;43923;685;394;117;117;96;44001;12;20;9;9;139;43862;0;0;192;33;38;44;1449746606;5;0;5;12;0.833333333;18
79;BibEntryNotFoundException;0;0;0;0;0;0;0;0;6;2;3;0;0;3;0;2;2;39;8;0;1;56.4;1;2;43952;1;2;41275;1;256;11;1;1;5;43921;0;0;1;1;5;43952;0;0;3;0;1;3;1459277251;0;0;0;0;0;0
80;BibEntryWriter;0;0;1;2;12;12;2;25;103;11;1;0;11;64;51;9;4;189;89;44027;68;43946;1;10;44079;10;5;30682;44014;431;116;31;31;36;44035;4;0;3;3;26;0.7;0;0;63;5;10;33;1463996975;6;0;6;9;0.5;20
81;BiblatexCleanup;0;0;0;0;2;0;0;5;20;5;1;0;5;25;10;1;2;68;35;43990;30;43977;1;4;45809;0;5;3;0;440;41;5;5;3;44049;0;0;2;2;13;43831;0;0;26;1;1;9;1450622804;0;0;0;4;0;1
82;BibLatexEntryType;0;1;0;1;0;0;0;5;28;11;1;34;2;26;43;38;7;100;34;44079;21;33;1;9;28491;2;3;11689;44562;686;51;13;13;1;44075;1;0;1;1;5;0.3;0;0;17;2;9;10;1447759352;0;0;0;1;1;1
83;BibLatexEntryTypes;0;0;0;1;0;3;25;35;285;4;1;0;37;46;4;14;2;874;283;0;126;43865;35;17930;1;1;3;42401;1;687;648;65;65;18;44014;1;114;111;111;3107;16;0;0;134;2;1;31;1364106558;0;0;0;2;0;0
84;BiblioscapeImporter;0;0;1;2;9;17;1;64;124;6;0;0;3;41;15;5;6;297;167;38.9;219;43964;1;5;30;73;6;15067;43936;382;242;81;81;23;44020;0;70;17;16;305;43865;1;0;154;1;5;46;1364106558;0;0;0;3;0;4
85;BibsonomyScraper;0;0;0;0;1;0;1;14;34;3;1;0;7;23;1;1;1;72;33;43842;24;34.7;1;1;16;6;4;20090;6;356;38;9;9;6;43995;0;0;2;2;35;43833;0;0;13;1;1;28;1364106558;0;0;0;4;0;7
86;BibtexCaseChanger;0;0;0;1;33;16;4;18;162;10;1;0;3;38;19;4;2;320;156;38.5;71;43915;2;5;43964;17;6;43864;43897;1;208;79;39.5;50;43940;3;20;11;11;184;44076;0;0;125;6;11;25;1364106558;0;0;0;1;0.5;0
87;BibTeXConverter;0;0;0;1;1;6;1;8;38;5;1;0;5;39;10;1;2;112;71;44090;57;43926;1;4;13.75;11;4;31048;45748;595;87;18;18;6;43957;2;0;6;6;48;44044;0;0;55;2;4;1;1464948628;0;0;0;5;0.043478261;8
88;BibtexEntryType;0;1;0;1;0;0;0;5;24;11;1;19;2;25;43;19;7;88;28;0;20;36.4;1;9;44136;1;2;44136;1;688;43;9;9;1;43892;1;0;1;1;5;0.4;0;0;11;2;9;73;1066336412;0;0;0;1;1;1
89;BibtexEntryTypes;0;0;0;1;0;0;15;5;61;4;1;0;16;26;4;20;2;287;77;0;33;44042;15;1;1;1;3;43832;1;689;154;15;15;58;43948;1;0;29;29;673;43996;0;0;43;2;1;33;1439983830;0;0;0;2;0;0
90;BibtexImporter;0;0;0;0;2;0;0;14;47;8;0;0;3;31;28;5;7;136;55;20;29;43860;1;9;4;9;6;12086;13912;383;80;20;20;19;43880;0;0;4;3;25;1;1;0;32;1;7;21;1356745977;5;0;5;4;0;2
91;BibtexKeyAutoCompleter;0;0;0;0;0;0;0;1;9;4;0;0;3;8;6;3;3;56;15;43903;4;42.9;1;4;2;3;3;17168;43952;423;25;7;7;4;44056;0;0;1;1;5;0.7;0;0;8;0;4;3;1449407323;0;0;0;3;0;3
92;BibtexKeyPatternDialog;0;1;0;1;0;0;1;4;32;5;6;0;12;40;0;2;3;114;64;43983;44;43939;2;3;12206;2;4;43922;42736;96;73;6;6;3;44077;2;0;2;2;245;43872;0;0;36;3;4;28;1364106558;0;0;0;7;1;9
93;BibTeXMLHandler;0;0;3;3;2;4;0;1;51;6;2;0;2;27;3;2;5;107;44;25;36;43944;1;5;43866;21;6;43132;6;380;67;30;30;7;43960;1;0;4;4;50;43953;0;0;25;1;5;47;1364106558;0;0;0;2;1;5
94;BibTeXMLImporter;0;0;0;0;1;0;0;1;22;7;0;0;5;30;17;5;6;110;50;10;26;43917;1;5;43926;4;4;17533;2;381;64;14;14;13;44090;0;36;4;3;60;43833;1;0;24;1;5;3;1460710591;0;0;0;4;1;3
95;BibtexNameFormatter;0;0;0;1;56;19;2;53;205;6;1;0;5;41;15;3;6;329;175;38.3;85;43879;1;5;32.8;57;9+;16528;44059;2;235;82;82;31;44023;2;0;18;17;239;43924;1;0;157;6;5;19;1364106558;0;0;0;4;0;10
96;BibtexParser;0;0;0;2;59;16;2;87;315;41;1;0;16;141;578;35;5;939;467;44037;321;44031;1;40;23986;16;8;20486;43986;384;613;202;202;125;44090;1;0;21;20;235;43891;1;0;372;6;40;211;1080590592;3;0;3;15;0.714285714;38
97;BibtexPurify;0;0;0;0;16;10;1;7;51;2;1;0;3;16;1;2;2;95;41;39;14;36.8;1;1;38;26;8;42826;26;3;54;25;25;13;43940;0;0;5;5;80;44078;0;0;38;2;1;9;1364106558;0;0;0;2;0;2
98;BibtexSingleField;0;0;0;0;0;0;0;0;54;20;1;0;2;26;22;1;19;167;71;43987;18;43941;2;10;27395;3;3;17899;43862;690;99;18;9;23;44092;13;0;2;2;10;0.3;0;0;33;16;16;6;1463996975;0;0;0;2;0.285714286;0
99;BibtexString;0;1;0;2;2;0;0;3;60;13;1;0;1;19;12;25;13;179;64;44084;22;34.1;2;43958;19391;5;5;43863;17168;691;93;23;43962;39;43980;9;19;7;7;90;43864;0;0;38;11;11;28;1066336412;0;0;0;1;1;2
100;BibtexStringComparator;0;2;0;3;0;0;0;8;23;3;1;0;1;12;1;3;3;81;28;44091;10;33.3;1;2;43961;6;4;45689;43954;434;36;7;7;10;44033;1;0;1;1;5;0.5;0;0;20;2;2;24;1364106558;0;0;0;1;1;4
101;BibtexTextPrefix;0;0;0;0;10;10;1;0;40;2;1;0;1;11;1;2;2;91;36;33.3;7;41.8;1;1;33;17;7;17227;17;4;46;15;15;17;27;0;0;5;5;70;43835;0;0;31;2;1;10;1364106558;0;0;0;1;0;1
102;BibtexWidth;0;0;0;0;25;16;1;6;79;5;1;0;3;17;6;2;3;265;164;43967;14;43912;1;3;18.67;26;8;12479;14;5;192;47;47;28;44024;1;0;5;5;85;43952;0;0;152;3;3;12;1364106558;0;0;0;1;2;1
103;BrowseAction;0;0;0;0;0;0;0;0;42;8;2;0;3;18;22;6;6;95;47;43927;21;44092;1;8;43953;3;4;46753;47119;141;63;13;13;1;43983;5;0;3;2;10;0.5;1;0;20;6;8;28;1364106558;0;0;0;3;1;4
106;BuildInfo;0;1;0;2;0;0;0;0;21;7;1;0;1;18;13;6;6;74;34;44079;18;44003;1;7;2;3;4;12785;15707;646;43;4;4;1;43892;3;0;2;2;15;43862;0;0;13;3;2;21;1438215783;0;0;0;1;0;1
107;Cache;1;0;0;1;0;0;2;0;21;7;1;0;0;17;0;4;4;77;31;44086;9;44103;1;7;41671;3;3;18994;20821;588;42;10;10;6;43963;4;0;2;2;15;43862;0;0;14;5;7;8;1468368000;0;0;0;0;1;0
108;CallBack;0;0;0;0;0;0;0;0;2;1;1;0;0;1;0;10;1;26;3;0;0;69.2;1;1;0;0;1;0.33;0;322;5;0;0;1;44028;1;0;1;1;5;43893;0;0;0;2;1;10;1364106558;0;0;0;0;0;0
110;CanonicalBibtexEntry;0;0;0;0;3;0;1;4;28;2;1;0;2;29;1;2;2;54;27;43841;25;43883;1;1;17;4;4;23012;4;692;32;4;4;9;22;1;0;2;2;35;43985;0;0;19;2;1;8;1448320961;0;0;0;1;0;4
