;Class;findbugsScary;findbugsBadPractice;findbugsStyle;findbugsAll;pmdPriority;pmdCodeSize;pmdDesign;pmdCoupling;pmdAll;WMC;DIT;NOC;CBO;RFC;LCOM;Ca;NPM;Lines;Statements;X..Branches;Calls;X..Comments;Classes;Methods.Class;Avg.Stmts.Method;Max.Complexity;Max.Depth;Avg.Depth;Avg.Complexity;ID;ncloc;complexity;class_complexity;comment_lines;comment_lines_density;public_undocumented_api;duplicated_lines;violations;code_smells;sqale_index;sqale_debt_ratio;bugs;vulnerabilities;statements;public_api;functions;Commits;CreationTime;Source;Target;Total;DAC;LD;MPC
322;GrammarBasedSearchRuleDescriber;0;0;0;0;0;12;0;5;43;3;1;0;4;12;0;3;2;120;56;43846;48;43903;2;43954;31533;11;6;30713;25993;643;87;25;25;1;43831;2;0;4;4;64;43953;0;0;33;2;2;18;1455726212;0;0;0;3;0;1
323;GroupAddRemoveDialog;0;0;2;2;0;0;1;22;90;13;1;0;19;80;54;3;2;235;110;0.9;108;17;2;1;36;1;3;25204;1;196;157;24;12;21;44054;1;0;6;6;18;0.4;0;0;82;2;7;40;1358891048;0;0;0;11;0.857142857;18
324;GroupChange;0;2;0;2;1;0;0;11;30;3;0;0;13;30;0;1;3;88;39;43900;33;44097;1;3;12236;5;4;20090;24504;26;56;9;9;6;44021;0;0;1;1;5;0.3;0;0;24;0;3;37;1364106558;14;0;14;9;1;19
325;GroupDialog;0;3;3;8;5;20;2;18;164;16;6;0;27;130;86;7;3;502;336;43931;323;43993;4;43955;43996;13;6;43953;25993;197;409;59;59;34;44019;1;0;10;9;343;44045;1;0;242;1;11;121;1066856008;0;0;0;15;1071428571;37
326;GroupHierarchyType;0;0;0;0;0;0;0;0;4;5;2;0;0;8;8;21;3;28;9;43883;1;39.3;1;1;5;4;3;20455;4;494;14;5;5;7;33.3;2;0;1;1;5;43862;0;0;4;2;1;3;1455911924;0;0;0;0;0;0
327;GroupMatcher;0;0;0;0;0;0;0;0;5;4;1;0;2;6;6;2;3;34;7;0;2;55.9;1;1;1;1;2;0.57;1;198;10;1;1;2;44028;0;0;1;1;5;44013;0;0;1;1;1;15;1364106558;0;0;0;1;0;1
328;GroupSelector;0;1;0;1;25;21;2;173;585;64;0;0;63;280;1332;31;20;1274;634;43891;937;43931;4;27395;75.29;2;5;30713;44044;199;1018;181;43992;82;43958;4;26;18;14;129;0.4;4;0;595;16;63;212;1066856008;0;0;0;45;0.857142857;174
329;GroupsParser;0;0;0;0;10;0;1;9;27;2;1;0;5;20;1;1;1;62;26;43853;14;35.5;1;1;20;7;5;43953;7;496;34;7;7;4;43961;1;0;2;2;35;43924;0;0;21;1;1;4;1461864434;0;0;0;4;0;4
330;GroupsPrefsTab;0;1;0;1;0;0;0;2;40;6;5;0;6;38;3;2;5;156;98;0;104;43962;2;43954;10;1;4;22282;1;276;120;7;7;3;43923;0;0;1;1;5;0.1;0;0;67;0;5;22;1364106558;0;0;0;3;0.529411765;12
331;GroupsTree;0;1;1;2;19;19;2;64;187;22;5;0;16;115;203;12;20;461;225;43879;155;43912;1;21;34851;18;6;44167;41699;202;317;79;79;70;43848;1;0;8;6;79;0.8;2;0;156;10;22;77;1111925121;0;0;0;13;0.846153846;39
332;GroupsUtil;0;0;0;0;7;0;1;21;60;6;1;0;7;35;15;2;4;79;37;44003;33;43910;1;3;12175;4;5;42401;43954;497;52;13;13;10;43846;2;0;3;3;36;43892;0;0;29;4;3;13;1449237190;0;0;0;4;0;10
333;GroupTreeCellRenderer;0;2;0;2;1;12;0;13;67;8;6;1;3;36;12;2;6;163;79;19;40;43947;1;7;21002;14;3;24473;41699;200;103;25;25;16;43934;0;0;5;3;262;43959;2;0;52;3;5;59;1104159179;0;0;0;3;1;9
334;GroupTreeNode;0;0;0;0;16;0;1;16;92;21;0;0;13;62;78;39;19;270;104;43880;66;44011;1;18;3;9;4;31048;43984;495;156;48;48;40;43941;7;0;5;5;30;0.6;0;0;79;13;18;68;1364106558;0;6;6;13;1;15
335;GroupTreeNodeViewModel;0;0;0;1;19;2;1;102;234;46;1;0;23;131;477;37;41;419;205;44025;215;43839;1;37;43894;2;4;44197;42005;201;318;95;95;19;43987;24;0;10;10;25;0.3;0;0;139;28;41;18;1455911924;0;3;3;15;0.2;52
336;GuiAppender;0;0;0;1;0;0;2;0;14;4;0;0;7;12;4;1;2;46;25;8;12;0;1;3;24504;3;3;0.92;24473;589;35;6;6;0;0;2;0;2;2;10;1;0;0;8;2;3;5;1468368000;0;0;0;1;0;2
337;GUIGlobals;0;0;0;5;1;0;1;48;92;5;1;0;16;50;4;18;4;168;100;4;111;44063;1;3;19.67;3;3;16438;12086;116;109;8;8;16;44055;7;0;12;7;85;43984;0;5;60;9;3;270;1066336412;0;0;0;15;0.041666667;24
338;GVKFetcher;0;0;0;0;22;0;3;18;72;9;1;0;9;42;24;1;6;183;112;43846;49;43988;1;9;24685;9;5;36161;45717;367;139;28;28;5;43954;1;0;2;2;10;0.2;0;0;71;2;8;17;1408043340;3;0;3;7;1;4
339;GVKParser;0;0;2;2;59;17;1;36;192;9;1;0;5;47;34;2;3;490;261;32.6;157;44088;1;7;33.43;83;6;31444;14.43;368;350;100;100;67;43846;3;28;13;13;183;44013;0;0;233;3;7;20;1408043340;0;0;0;2;1;3
340;HandleDuplicateWarnings;0;0;0;0;0;0;0;0;11;3;1;0;4;11;3;1;3;45;12;43898;6;42.2;1;2;2;2;3;0.92;43952;338;21;3;3;2;44020;0;0;1;1;5;0.8;0;0;4;1;2;17;1364106558;0;0;0;5;0;3
341;HelpAction;0;0;0;0;0;0;0;3;35;9;0;0;10;27;30;21;7;87;43;0;27;44064;1;8;41306;1;2;43862;1;214;53;7;7;2;43985;5;0;2;2;10;0.6;0;0;17;6;7;49;1364106558;0;0;0;8;0.333333333;12
342;HelpFiles;0;0;0;0;0;0;0;0;5;5;2;0;0;8;6;38;3;85;8;0;39;37.6;1;2;1;1;2;1;1;215;49;1;1;8;14;0;0;1;1;5;0.3;0;0;2;1;1;4;1453853820;0;50;50;0;0;0
343;HighlightMatchingGroupPreferences;0;0;0;0;0;0;0;0;14;7;1;0;1;11;0;2;7;39;20;0;9;0;1;7;1;2;2;45658;41640;406;28;8;8;0;0;8;0;1;1;5;0.6;0;0;7;8;7;1;1457866903;0;0;0;1;0.25;5
344;HitOrMissComparator;0;1;0;1;0;0;0;0;13;3;1;0;2;7;1;1;3;45;13;44019;4;42.2;1;2;2;2;3;0.92;43952;292;18;4;4;2;10;1;0;1;1;5;0.9;0;0;4;2;2;20;1364106558;0;0;0;1;1;0
345;HTMLChars;0;0;1;1;32;15;3;40;126;4;1;0;3;26;4;3;2;242;135;40.7;63;43917;1;2;62.5;42;8;16163;26;560;165;44;44;45;43942;0;105;13;13;219;43925;0;0;103;1;2;44;1364106558;3;0;3;4;0.333333333;3
346;HTMLParagraphs;0;0;0;0;0;0;0;9;25;3;1;0;1;15;1;2;2;61;24;44028;17;43861;1;1;17;5;4;33604;5;561;31;7;7;2;43836;0;0;2;2;25;44014;0;0;17;1;1;18;1364106558;0;0;0;1;1;0
347;HtmlToLatexFormatter;0;0;0;1;4;12;0;63;114;8;1;0;8;42;26;9;6;163;79;44065;83;43939;1;6;30529;17;5;36161;42826;458;108;24;24;15;43873;1;0;4;4;30;0.9;0;0;50;1;6;4;1459521143;5;2;7;6;0.545454545;3
348;HtmlToUnicodeFormatter;0;0;0;0;0;0;0;1;9;6;1;0;4;10;15;3;6;36;16;0;3;44045;1;5;1;1;2;0.94;1;459;27;5;5;1;43985;1;0;1;1;5;0.6;0;0;5;1;5;2;1468247552;0;0;0;3;0;1
349;HtmlTransferable;0;0;0;0;1;0;0;3;26;5;1;0;1;10;0;1;4;74;29;43878;6;43861;1;4;45717;4;4;16438;45689;185;40;12;12;4;43839;0;0;1;1;5;0.4;0;0;13;0;4;14;1364106558;0;0;0;0;1;0
350;HTMLUnicodeConversionMaps;0;0;0;6;0;5;4;0;42;3;1;0;0;15;3;5;1;794;36;25;28;91.1;1;1;1;1;7;29618;1;660;546;11;11;722;56.9;1;0;13;7;76;0.5;0;6;25;1;1;9;1455366690;0;0;0;0;0;0
351;IconComparator;0;1;0;1;1;0;2;1;25;3;1;0;1;9;1;3;3;64;25;36;3;32.8;1;2;43959;10;6;26330;43956;314;34;10;10;4;43961;1;0;2;2;15;43952;0;0;14;2;2;24;1364106558;0;0;0;1;1;2
352;IconTheme;0;0;0;2;1;0;1;18;102;5;1;0;2;36;4;13;3;327;87;43831;160;41.3;3;0.67;5;0;4;21551;0;119;235;19;43896;111;32.1;13;0;10;8;42;0.6;0;2;50;15;14;56;1441728810;0;43;43;0;1;0
353;IdComparator;0;1;0;1;0;0;0;1;6;3;1;0;1;6;3;1;3;33;6;0;3;60.6;1;1;1;1;2;0.5;1;439;9;1;1;3;25;0;0;1;1;5;44075;0;0;1;1;1;15;1364106558;0;0;0;1;0;1
354;IdentityFormatter;0;0;0;0;0;0;0;0;10;8;1;0;2;13;28;4;8;48;19;0;5;43896;1;7;41640;1;2;44197;1;456;34;7;7;1;44076;0;21;2;2;25;43953;0;0;8;1;7;8;1453826638;0;0;0;2;0;4
355;IdGenerator;0;0;0;0;0;0;2;0;10;4;1;0;0;10;0;41;3;32;14;0;5;43997;1;2;2;1;2;47119;1;700;19;2;2;3;43995;2;0;2;2;35;43836;0;0;7;3;2;8;1447363007;0;0;0;0;1;0
356;IEEE;0;0;0;0;2;4;3;23;52;3;1;0;7;30;1;2;2;82;42;44028;40;43970;1;1;22;0;5;23377;0;486;54;12;12;14;44002;0;0;2;2;17;1;0;0;22;1;1;11;1459518708;0;0;0;4;1;9
357;IEEETranEntryTypes;0;0;0;1;0;0;5;0;24;2;1;0;6;9;1;4;1;112;28;0;9;43951;6;0.83;1;1;3;29952;1;699;59;5;5;21;43916;0;0;13;13;241;43995;0;0;13;1;0;15;1447766617;0;0;0;2;0;0
358;IEEEXploreFetcher;0;0;0;1;27;19;2;146;312;13;1;0;21;97;60;1;6;529;311;44093;301;43874;1;10;44097;54;8;32174;43989;371;390;69;69;53;12;2;0;19;19;177;43952;0;0;227;2;10;137;1144273285;20;0;20;14;0.827586207;32
359;IExportFormat;0;0;0;0;0;0;0;0;7;5;1;0;1;5;10;9;5;75;13;0;0;65.3;1;5;0;0;1;0.38;0;50;16;0;0;22;57.9;1;0;3;1;5;1;0;2;0;6;5;23;1364106558;0;0;0;2;0;0
360;IfPlural;0;0;0;0;2;0;0;0;20;3;0;0;1;7;1;2;3;64;18;43883;3;48.4;1;2;43956;6;3;24473;4;562;26;11;11;9;44037;0;0;3;3;5;0.6;0;0;10;1;2;13;1364106558;0;0;0;1;1;1
361;ImportCustomizationDialog;0;0;0;2;8;10;3;15;108;9;6;0;21;100;2;4;3;331;197;43990;165;44087;4;27454;44022;5;8;43986;46419;339;249;30;15;14;43895;1;0;8;7;318;43894;1;0;132;4;9;71;1135034592;0;0;0;9;0.25;13
362;ImportDialog;0;0;1;1;0;0;1;3;64;12;6;0;9;79;50;2;6;218;137;0;144;43898;2;0.5;96;0;3;44013;0;705;174;23;23;3;44013;6;0;2;2;245;44016;0;0;105;6;7;35;1304853770;0;11;11;4;1;9
363;ImportFileFilter;0;0;0;0;1;0;0;3;30;8;2;0;1;27;2;3;8;87;33;43876;13;44064;1;7;20852;4;4;20090;25934;340;51;13;13;2;44046;0;0;1;1;5;0.3;0;0;20;0;5;16;1364106558;0;0;0;1;1;3
364;ImportFormat;0;0;0;0;0;0;0;10;53;17;1;17;2;37;136;33;15;186;56;43926;37;47.8;1;11;33270;2;3;43101;41640;388;78;18;18;41;34.5;4;0;2;2;5;0.2;0;0;27;10;15;35;1102805377;0;0;0;1;0;3
365;ImportFormatReader;0;0;0;0;11;0;0;22;80;9;1;0;30;70;14;9;7;243;100;0;107;43855;1;1;62;0;2;46753;0;341;147;26;13;30;44090;8;0;4;4;36;0.8;0;0;74;11;8;162;1080590592;11;0;11;26;0.4;25
366;ImportFormats;0;0;0;0;13;2;1;26;80;6;1;0;9;24;13;2;2;146;76;44058;43;43847;2;2;27729;10;6;18660;27546;342;98;19;43960;8;43958;1;0;3;3;49;44013;0;0;45;2;4;37;1364106558;0;0;0;6;0;5
367;ImportInspectionCommandLine;0;0;0;1;0;0;0;1;30;4;1;0;6;14;0;2;4;70;26;44046;11;43942;2;3;43952;2;3;46023;42736;343;41;8;8;0;0;2;0;5;5;40;43893;0;0;9;2;3;24;1364106558;0;0;0;5;1;3
368;ImportInspectionDialog;0;7;1;8;42;39;3;224;647;50;6;0;65;230;1053;18;11;1478;606;0;906;44027;2;1;233.5;1;4;14277;1;120;1083;209;44088;176;14;4;78;25;23;1451;43955;2;0;588;7;60;227;1111362872;0;2;2;40;1;72
369;ImportInspector;0;0;0;0;0;0;0;0;2;2;1;0;1;2;1;21;2;51;5;0;0;80.4;1;2;0;0;1;0.4;0;344;6;0;0;14;70;0;0;1;1;5;44045;0;0;0;3;2;13;1364106558;0;0;0;1;0;0
370;ImportMenuItem;0;0;0;0;21;10;0;40;136;11;6;0;18;47;43;3;4;286;149;44063;98;43846;2;43955;44146;10;7;27061;13940;345;200;44;22;26;43962;3;0;11;10;309;43835;1;0;98;4;8;111;1102805499;0;0;0;17;0.090909091;26
371;ImportSettingsTab;0;1;1;3;4;0;0;0;49;9;5;0;6;53;20;2;5;182;123;13;87;44051;1;6;43965;6;4;30317;24504;277;143;15;15;1;0.7;2;0;3;1;5;0.1;0;2;84;2;6;28;1364106558;0;3;3;4;0.5;9
372;IncompleteRenderer;0;0;0;0;0;0;0;0;6;3;0;0;4;9;3;1;2;22;11;0;6;43955;1;3;1;1;2;0.82;1;290;16;3;3;1;44079;3;0;1;1;5;1;0;0;3;3;3;1;1441880421;0;0;0;4;0;4
373;InfoPane;0;0;1;1;0;0;0;1;10;2;6;0;0;7;1;6;2;38;13;0;4;39.5;1;2;43953;1;2;0.92;1;27;18;2;2;0;0;0;0;2;2;245;45.4;0;0;5;0;2;8;1364106558;0;12;12;0;0;0
374;InspecImporter;0;0;0;0;16;10;0;40;104;7;0;0;4;34;19;3;6;146;85;44099;63;43935;1;5;43874;22;8;13940;43987;389;112;27;27;4;43924;0;32;5;5;85;43953;0;0;68;1;5;47;1364106558;0;0;0;4;0.5;4
375;INSPIREBibtexFilterReader;0;0;0;0;0;0;0;3;23;5;3;0;0;15;4;1;1;103;49;43943;14;43889;1;4;45870;6;4;43923;27454;372;64;21;21;6;43990;0;0;2;2;5;0.3;0;0;31;0;4;16;1364106558;0;0;0;0;1;0
376;INSPIREFetcher;0;0;0;0;3;0;0;5;55;9;1;0;12;41;30;1;6;186;65;44019;34;43;2;43954;31503;4;4;18994;25934;373;87;13;13;39;31;0;0;2;2;15;0.6;0;0;30;1;7;46;1364106558;3;0;3;8;1;8
377;IntegrityCheck;0;0;1;2;14;0;6;62;227;3;1;0;17;41;0;2;2;447;141;43922;273;43963;1;4;43979;2;3;43923;43952;504;323;87;44048;40;11;5;58;4;4;57;0.6;0;0;145;5;20;59;1364106558;3;0;3;17;1;20
378;IntegrityCheckAction;0;0;0;0;7;0;0;28;56;3;0;0;11;48;0;1;2;85;56;43837;51;43954;1;3;12;5;5;44076;3;147;65;5;5;3;43925;2;0;1;1;5;0.3;0;0;36;2;2;9;1440751140;0;0;0;7;0.333333333;15
379;IntegrityMessage;0;1;0;1;0;0;0;1;17;6;1;0;1;11;1;15;6;38;20;0;5;0;1;6;12055;1;2;45658;1;505;29;3;3;0;0;2;0;3;3;55;43896;0;0;8;2;3;26;1364106558;0;0;0;1;1;1
380;InternalBibtexFields;0;0;0;6;3;12;2;33;135;17;1;0;4;69;72;27;13;471;220;0;316;44002;1;1;187;0;2;28491;0;701;315;55;55;63;44028;8;0;12;6;36;0.4;0;6;226;14;16;14;1463996975;18;2;20;6;1;28
381;ISBNtoBibTeXFetcher;0;0;0;1;2;10;6;9;57;7;1;0;13;35;17;1;6;147;78;43962;31;19;2;3;43958;10;6;32509;42795;374;97;21;21;12;11;0;20;5;5;62;43832;0;0;40;1;5;38;1350033370;11;0;11;11;0.571428571;10
382;IsiImporter;0;0;0;4;33;17;6;93;256;15;0;0;6;75;101;3;11;435;226;32.7;177;44059;1;13;15;63;6;13940;25385;390;295;96;96;51;44026;3;25;27;26;305;43924;1;0;198;5;13;82;1364106558;0;0;0;6;0.5;7
383;IsMarkedComparator;0;1;0;2;0;0;0;0;12;4;1;0;2;6;6;1;3;32;8;0;3;46.9;1;1;1;1;2;0.5;1;315;11;1;1;0;0;2;0;4;3;17;43866;0;1;1;2;1;19;1364106558;0;0;0;2;0;1
384;Iso690FormatDate;0;0;0;0;0;0;0;13;25;2;1;0;1;10;1;1;2;55;15;44038;20;60;1;1;11;6;3;44044;6;563;20;7;7;8;44010;0;0;1;1;5;0.8;0;0;11;1;1;15;1253700000;0;0;0;1;0;0
385;Iso690NamesAuthors;0;0;0;1;0;10;0;52;78;2;1;0;1;13;1;1;2;112;45;43883;41;46.4;1;1;41;12;5;24532;12;564;53;12;12;27;33.8;0;0;2;2;17;43831;0;0;40;1;1;16;1253700000;0;0;0;1;0;0
386;ISSNChecker;0;0;0;0;10;6;0;4;35;3;1;0;4;15;1;1;2;51;25;8;20;44077;1;1;14;0;3;43983;0;503;40;14;14;2;44047;1;0;2;2;19;43983;0;0;17;1;1;1;1461960964;0;0;0;4;1;4
387;JabRefCLI;0;0;0;1;1;0;3;104;161;34;1;0;15;66;0;2;31;275;113;0.9;153;44048;1;33;34335;2;3;43952;43891;16;201;34;34;1;0.5;31;0;11;10;79;43891;0;1;63;31;32;30;1460994169;0;0;0;3;0.5;7
388;JabRefDesktop;0;0;1;2;10;10;3;39;138;11;1;0;28;93;29;19;9;326;176;43883;125;43943;1;9;44149;21;5;46054;6;168;225;62;62;44;43937;3;0;9;8;75;43831;0;1;118;9;9;55;1444749932;0;5;5;25;0.5;50
389;JabRefException;0;0;0;0;0;0;0;0;19;6;3;0;2;11;7;4;5;40;22;43839;7;0;1;5;43863;3;3;16438;43922;407;30;8;8;0;0;5;0;2;2;20;43863;0;0;10;5;5;2;1447276121;0;4;4;0;0;0
390;JabRefExecutorService;0;0;0;0;2;0;1;4;69;11;1;0;4;40;9;26;7;156;83;43991;32;16;2;6;44047;5;4;30317;24473;408;105;24;12;8;43837;7;0;7;5;15;0.5;2;0;47;8;11;16;1434973920;0;6;6;2;0.8;1
391;JabRefFrame;0;4;2;9;29;33;6;182;943;86;6;0;112;412;2993;196;47;2250;1004;0;1528;44053;4;0.75;22.67;1;4;25204;1;121;1688;238;43901;169;43839;22;0;48;29;457;0.9;16;3;837;40;104;720;1066683406;0;30;30;94;0.457446809;484
392;JabRefGUI;0;0;1;1;16;16;1;45;140;8;1;0;24;94;6;21;4;311;165;43943;132;43938;1;7;16.57;24;6;13912;41821;409;213;42;42;39;43966;3;0;11;9;98;43952;2;0;114;3;5;5;1460994169;0;13;13;17;0.35;43
393;JabRefLogger;0;0;0;0;0;0;1;4;12;4;1;0;8;12;4;1;2;28;19;0;8;0;1;2;43954;1;2;0.89;1;590;22;2;2;0;0;2;0;2;2;35;43895;0;0;7;2;2;1;1453741451;0;0;0;0;0;0
394;JabRefMain;0;0;0;0;1;0;5;13;33;6;1;0;23;44;13;2;2;110;51;44050;39;43889;1;3;10;6;5;20821;43954;410;61;10;10;14;44030;1;0;3;3;40;43863;0;0;30;2;2;29;1364106558;0;3;3;16;0.1;24
395;JabRefMessageHandler;0;0;0;0;0;0;0;3;12;2;1;0;6;15;1;2;2;41;15;43903;9;36.6;1;1;7;3;3;43862;3;287;21;4;4;0;0;1;0;1;1;5;0.8;0;0;7;1;1;14;1438214712;0;0;0;5;0;5
396;JabRefPreferences;0;0;1;2;30;8;3;31;674;51;1;0;32;182;937;263;41;1387;813;0;590;43935;3;0.33;20;0;4;19360;0;411;1052;112;112;125;43992;29;0;20;18;133;0.4;1;1;501;49;49;539;1066683406;161;452;613;35;0.454545455;36
397;JabRefPreferencesFilter;0;1;0;1;1;0;0;7;41;4;1;0;4;21;4;2;3;101;36;0;46;0;1;2;43963;1;2;17168;1;412;79;17;44017;0;0;9;0;2;1;5;0.2;1;0;25;9;9;6;1456348000;0;0;0;2;0;1
398;JabRefPreferencesFilterDialog;0;2;0;2;1;0;0;6;52;3;6;0;5;33;1;1;1;123;61;0;64;0.8;1;1;40;0;2;14246;0;413;98;29;43965;1;1;2;0;3;3;258;44051;0;0;50;2;7;4;1456419138;0;0;0;5;1;5
399;JournalAbbreviationLoader;0;0;0;0;2;0;0;5;49;10;1;0;6;38;31;44;9;123;52;44019;52;43970;1;1;34;0;5;31809;0;508;79;16;16;9;43871;9;0;1;1;5;0.2;0;0;35;9;8;4;1451946468;12;0;12;5;0.714285714;11
400;JournalAbbreviationRepository;0;0;0;0;5;0;0;23;81;12;1;0;4;41;34;13;11;137;68;44054;64;43968;1;10;4;5;3;19725;43832;509;87;27;27;4;43925;9;0;1;1;5;0.2;0;0;39;11;10;20;1438214712;0;0;0;1;1;7
401;JournalAbbreviationsUtil;0;0;0;0;12;0;1;2;23;2;1;0;3;11;1;2;2;46;16;43896;7;32.6;1;1;6;2;3;43983;2;218;24;3;3;0;0;2;0;2;2;35;44078;0;0;9;2;1;13;1438214712;0;0;0;2;0;3
402;JournalAbbreviator;0;0;0;0;0;0;0;2;13;2;1;0;3;7;0;1;2;63;10;0;4;66.7;1;2;1;1;2;0.7;1;565;14;2;2;9;39.1;1;0;1;1;5;43862;0;0;2;2;2;15;1364106558;0;0;0;2;1;2
